Montgomery Curve - Initialization Time (s);Montgomery Curve - Signature Time (s);Montgomery Curve - Verification Time (s);Edwards Curve - Initialization Time (s);Edwards Curve - Signature Time (s);Edwards Curve - Verification Time (s);Twisted Edwards Curve - Initialization Time (s);Twisted Edwards Curve - Signature Time (s);Twisted Edwards Curve - Verification Time (s)
0.35679;0.32995;1.16567;0.25359;0.24464;0.2043;0.69208;1.00246;0.26377
0.48998;0.87875;1.33801;0.69453;0.40763;0.27672;0.42257;0.3405;0.25817
0.45239;0.44728;1.08337;0.33026;0.32877;0.46444;0.81304;0.65339;0.59028
0.45737;0.29623;0.7184;0.25707;0.25852;0.30108;0.2374;0.24352;0.25373
0.29766;0.30547;0.71185;0.24092;0.22916;0.20369;0.24485;0.23734;0.20494
0.42881;0.32182;0.74034;0.26067;0.23183;0.23645;0.22275;0.27706;0.21127
0.32078;0.30809;0.71144;0.23013;0.27543;0.19859;0.25276;0.27168;0.26133
0.32651;0.34234;0.68331;0.23364;0.23242;0.20348;0.26469;0.36613;0.21565
0.50102;0.36962;0.72341;0.23709;0.2321;0.19979;0.24005;0.23415;0.19671
0.28775;0.29455;0.65139;0.23459;0.24393;0.22064;0.23344;0.23997;0.21599
0.30165;0.30962;0.66567;0.23845;0.24374;0.20963;0.24617;0.25381;0.19914
0.30377;0.29795;0.65298;0.24879;0.24557;0.19919;0.24349;0.23612;0.19662
0.29165;0.29005;0.64934;0.23179;0.23711;0.20179;0.22168;0.22675;0.19558
0.29384;0.29025;0.61779;0.23165;0.22565;0.19554;0.21912;0.23194;0.20612
0.30103;0.27882;0.65772;0.22986;0.23475;0.20611;0.22444;0.22934;0.19802
0.28796;0.301;0.63835;0.23717;0.23758;0.1982;0.23583;0.23335;0.20427
0.28752;0.28999;0.6538;0.23285;0.23917;0.20167;0.22615;0.23078;0.19542
0.28511;0.29416;0.84431;0.278;0.23606;0.19809;0.23292;0.23593;0.19867
0.29725;0.28089;0.64958;0.23683;0.23574;0.19564;0.23038;0.2287;0.19983
0.299;0.28273;0.64773;0.23638;0.24146;0.19766;0.23894;0.23643;0.19833
0.29165;0.28433;0.65804;0.22865;0.23745;0.1966;0.22444;0.22635;0.19617
0.28668;0.3031;0.64778;0.2324;0.23074;0.19423;0.23454;0.23159;0.19412
0.2899;0.28544;0.64864;0.2329;0.22238;0.20232;0.24213;0.2205;0.19621
0.29745;0.29564;0.61907;0.24329;0.23741;0.19714;0.23383;0.22948;0.19769
0.27704;0.29059;0.66128;0.21759;0.21963;0.2;0.22448;0.22563;0.19771
0.29106;0.29291;0.63892;0.24207;0.22187;0.19608;0.23964;0.23693;0.2017
0.29063;0.28675;0.64846;0.23235;0.22585;0.20095;0.23238;0.22476;0.19897
0.28028;0.29926;0.64456;0.23117;0.23696;0.195;0.23228;0.2233;0.20627
0.28779;0.29069;0.63168;0.23817;0.22864;0.19994;0.23608;0.23023;0.20041
0.29771;0.29082;0.64061;0.24111;0.22403;0.20975;0.24075;0.23487;0.20129
0.2733;0.29358;0.65596;0.23506;0.22997;0.19534;0.23969;0.22902;0.19458
0.29867;0.30429;0.64137;0.24243;0.22644;0.19345;0.23162;0.21258;0.19945
0.28472;0.29315;0.6402;0.23528;0.24153;0.1969;0.23287;0.22294;0.19871
0.29125;0.29305;0.68413;0.24093;0.2331;0.19844;0.22664;0.22473;0.20069
0.29732;0.28581;0.6404;0.22812;0.22411;0.19875;0.23451;0.2221;0.19824
0.28697;0.28608;0.64936;0.23698;0.23457;0.19671;0.22782;0.2286;0.20753
0.28877;0.29019;0.64235;0.22673;0.22323;0.19635;0.24191;0.22387;0.19653
0.28858;0.29708;0.64135;0.22948;0.23451;0.20004;0.23708;0.22807;0.2035
0.29437;0.29018;0.65629;0.22943;0.22389;0.19984;0.234;0.22406;0.196
0.28904;0.28447;0.63694;0.23323;0.22783;0.19725;0.23264;0.21561;0.19723
0.28666;0.28332;0.65282;0.22377;0.23125;0.19667;0.23874;0.24624;0.1968
0.28821;0.29884;0.65472;0.22893;0.2439;0.19522;0.23313;0.22829;0.19783
0.30155;0.28661;0.6614;0.23038;0.2228;0.19663;0.23548;0.24137;0.19488
0.28656;0.29349;0.66119;0.22529;0.23095;0.20237;0.24274;0.22855;0.19586
0.28805;0.28789;0.6538;0.23668;0.23004;0.19727;0.23576;0.235;0.19386
0.28538;0.3025;0.64461;0.23561;0.23422;0.19665;0.22925;0.23678;0.19485
0.29149;0.28541;0.65077;0.2209;0.23356;0.19549;0.23758;0.22579;0.19744
0.29207;0.29178;0.65692;0.23538;0.2341;0.19702;0.22028;0.23473;0.19767
0.28449;0.28034;0.64984;0.22796;0.23453;0.19568;0.22606;0.22739;0.19395
0.28265;0.29578;0.63283;0.22957;0.23828;0.19737;0.22991;0.22416;0.19573
0.29749;0.29073;0.63951;0.23196;0.23771;0.19766;0.23784;0.23597;0.19687
0.2879;0.29668;0.65951;0.23056;0.21618;0.19938;0.24674;0.2256;0.19651
0.31086;0.29653;0.66117;0.2362;0.22376;0.195;0.22903;0.24261;0.19946
0.28967;0.29393;0.63488;0.22361;0.22961;0.20041;0.23533;0.24071;0.19834
0.29118;0.29065;0.65162;0.23569;0.23304;0.19426;0.22571;0.22705;0.19642
0.28635;0.28101;0.65097;0.22912;0.22932;0.19987;0.22033;0.22305;0.19622
0.3074;0.29132;0.64108;0.23343;0.22513;0.19714;0.2279;0.24437;0.1953
0.28844;0.28717;0.65661;0.23793;0.22992;0.20052;0.22966;0.24108;0.19694
0.28808;0.28781;0.64819;0.22688;0.21769;0.19793;0.22965;0.22851;0.19467
0.28226;0.28481;0.65492;0.22536;0.22727;0.19995;0.22307;0.22596;0.19699
0.28526;0.28077;0.64042;0.2437;0.22592;0.20002;0.23299;0.22969;0.19836
0.28393;0.29428;0.64329;0.23326;0.22887;0.196;0.24374;0.22602;0.19684
0.27558;0.28215;0.65143;0.23276;0.22708;0.19492;0.231;0.22836;0.20182
0.28767;0.28202;0.6493;0.22899;0.2177;0.19409;0.23556;0.23278;0.19835
0.28369;0.29813;0.64919;0.22995;0.22618;0.19812;0.23619;0.2285;0.20113
0.29816;0.30201;0.64844;0.22489;0.22821;0.19756;0.23226;0.22442;0.19868
0.28322;0.28795;0.63872;0.2229;0.22772;0.19633;0.23549;0.23111;0.19543
0.29012;0.29133;0.6395;0.23132;0.23231;0.1973;0.23351;0.22905;0.196
0.29219;0.30079;0.63989;0.22756;0.23659;0.19767;0.23236;0.22247;0.19665
0.29241;0.2847;0.64117;0.23117;0.22584;0.19732;0.22706;0.23367;0.19948
0.29463;0.28821;0.64245;0.23297;0.2361;0.19734;0.2323;0.23095;0.1985
0.29071;0.28587;0.63942;0.23262;0.2318;0.19702;0.24063;0.23172;0.19691
0.29536;0.28798;0.6474;0.22681;0.23863;0.19608;0.23927;0.22995;0.19639
0.30534;0.28893;0.65664;0.23442;0.22108;0.19664;0.2276;0.24336;0.1984
0.28801;0.28922;0.63619;0.21997;0.22242;0.20163;0.23028;0.22677;0.19666
0.28883;0.2964;0.63377;0.23041;0.21771;0.1957;0.22894;0.2363;0.19523
0.27087;0.28828;0.67087;0.22945;0.225;0.2015;0.23019;0.22961;0.19949
0.28344;0.28947;0.63861;0.23768;0.22953;0.19506;0.22672;0.2276;0.19601
0.29654;0.28435;0.63915;0.22893;0.23817;0.19924;0.23086;0.23071;0.19602
0.28783;0.29392;0.63899;0.2401;0.23012;0.19753;0.24406;0.23803;0.1999
0.29812;0.27662;0.63326;0.21799;0.23823;0.20085;0.22938;0.23276;0.19796
0.28714;0.28991;0.65318;0.23536;0.22643;0.19672;0.23065;0.22984;0.20586
0.27139;0.2914;0.62252;0.22421;0.22764;0.19506;0.23471;0.23004;0.19699
0.29414;0.29811;0.64315;0.23893;0.23247;0.19653;0.23947;0.22723;0.20247
0.29536;0.29836;0.6512;0.22837;0.23101;0.2028;0.24106;0.2265;0.19757
0.28252;0.31231;0.63586;0.24527;0.23138;0.19524;0.22344;0.23341;0.20349
0.29639;0.27977;0.63935;0.23141;0.22702;0.1972;0.23402;0.2256;0.1959
0.28323;0.31372;0.65306;0.23186;0.2295;0.19604;0.22632;0.22485;0.20552
0.30053;0.28624;0.66211;0.23384;0.23696;0.19711;0.23816;0.23115;0.19737
0.2962;0.30611;0.63628;0.2237;0.23051;0.19674;0.23827;0.23326;0.19963
0.29016;0.28032;0.67574;0.22796;0.23133;0.1997;0.23258;0.22531;0.19687
0.28896;0.29966;0.66197;0.23955;0.23635;0.19673;0.23202;0.22243;0.20102
0.28657;0.28157;0.64024;0.23297;0.22511;0.19647;0.24267;0.22808;0.19679
0.29129;0.29016;0.64285;0.22954;0.23297;0.19574;0.23016;0.23188;0.19547
0.27789;0.27814;0.64076;0.22449;0.22652;0.19774;0.24781;0.22366;0.19741
0.28706;0.28932;0.63544;0.2359;0.23097;0.1971;0.2294;0.23283;0.19661
0.28224;0.27889;0.66131;0.23415;0.22943;0.19659;0.23399;0.22715;0.19561
0.29341;0.29026;0.66014;0.23624;0.22969;0.19867;0.23486;0.22705;0.20078
0.2874;0.28916;0.66052;0.22923;0.22836;0.19731;0.23049;0.22768;0.19804
0.29638;0.28732;0.65121;0.2419;0.22465;0.19796;0.23197;0.23246;0.19517
0.28995;0.28583;0.64576;0.2171;0.22852;0.19819;0.22921;0.23736;0.19394
0.29456;0.28017;0.64537;0.22965;0.23586;0.20761;0.2321;0.23292;0.19584
0.30184;0.28151;0.64552;0.23614;0.21955;0.1991;0.2339;0.23747;0.19701
0.28971;0.29105;0.66117;0.23488;0.22244;0.202;0.22986;0.23904;0.19699
0.30021;0.28324;0.64066;0.23156;0.23431;0.19553;0.23352;0.24792;0.19835
0.28068;0.27203;0.65152;0.22583;0.22269;0.2015;0.2192;0.2261;0.19829
0.28662;0.29919;0.65107;0.23748;0.22461;0.19819;0.22843;0.23829;0.20148
0.28493;0.27981;0.81483;0.2354;0.23454;0.26581;0.28763;0.22896;0.19642
0.2973;0.27861;0.65474;0.23627;0.23528;0.19831;0.23281;0.22378;0.19517
0.28766;0.28566;0.63087;0.22374;0.23324;0.1947;0.23332;0.22385;0.19933
0.28291;0.28954;0.6433;0.22778;0.23071;0.19427;0.22618;0.22968;0.19473
0.27429;0.29414;0.63983;0.22953;0.23716;0.19943;0.23092;0.21988;0.19463
0.30449;0.28011;0.6357;0.24419;0.22922;0.1955;0.23382;0.23749;0.19899
0.28742;0.29871;0.65858;0.22652;0.23023;0.20108;0.23026;0.22699;0.19874
0.30554;0.29151;0.64735;0.23312;0.22449;0.19615;0.22849;0.23361;0.19681
0.29838;0.30098;0.66771;0.28507;0.24917;0.2001;0.24587;0.22854;0.19906
0.30654;0.28534;0.65571;0.22953;0.23991;0.19715;0.23335;0.24468;0.19662
0.29114;0.28012;0.63659;0.22854;0.2255;0.20179;0.22998;0.22162;0.19677
0.29388;0.29442;0.65545;0.23301;0.23444;0.19795;0.24326;0.23356;0.19667
0.2906;0.2879;0.65285;0.22849;0.23018;0.20649;0.2293;0.22845;0.19676
0.29696;0.28511;0.66077;0.21675;0.22643;0.19659;0.23634;0.22799;0.19798
0.29524;0.29393;0.65945;0.23406;0.22486;0.20212;0.24176;0.2264;0.19757
0.30852;0.29249;0.63645;0.22118;0.23255;0.19866;0.23509;0.22934;0.19597
0.28841;0.2875;0.65302;0.22676;0.23035;0.20012;0.23785;0.23579;0.19529
0.29751;0.3005;0.65004;0.23642;0.2374;0.19686;0.22398;0.23389;0.19834
0.29464;0.28029;0.65021;0.22551;0.22907;0.20124;0.23567;0.23236;0.19868
0.28777;0.29271;0.64588;0.23768;0.22679;0.19665;0.22294;0.22855;0.19813
0.27856;0.29068;0.64734;0.22976;0.23374;0.20381;0.22463;0.23135;0.19556
0.28331;0.28766;0.6397;0.23601;0.22517;0.19711;0.22553;0.21822;0.20103
0.29087;0.29041;0.64493;0.23122;0.22704;0.19842;0.23701;0.22901;0.19912
0.29546;0.29515;0.64489;0.23722;0.22861;0.19761;0.23171;0.23873;0.20669
0.29504;0.28623;0.64127;0.22228;0.22813;0.19573;0.2505;0.23849;0.19507
0.28188;0.30269;0.63391;0.2411;0.23765;0.19631;0.21987;0.22661;0.19872
0.27544;0.2802;0.65196;0.22922;0.22437;0.19634;0.22808;0.232;0.19507
0.29867;0.29118;0.64574;0.23607;0.22746;0.19446;0.2301;0.23439;0.20178
0.29381;0.29079;0.63477;0.23023;0.22178;0.19693;0.24175;0.22386;0.19808
0.28949;0.28999;0.62886;0.23251;0.24304;0.19641;0.22452;0.22826;0.19745
0.29099;0.29551;0.64513;0.23629;0.232;0.19657;0.23436;0.23153;0.19698
0.2814;0.28726;0.63604;0.22435;0.23637;0.19783;0.2335;0.22563;0.19463
0.28537;0.27794;0.66088;0.23572;0.23087;0.19509;0.22704;0.22951;0.19424
0.28007;0.29286;0.65907;0.23176;0.23675;0.19878;0.23424;0.23521;0.19913
0.29833;0.29825;0.6487;0.221;0.23127;0.19451;0.23474;0.23023;0.1954
0.29116;0.29669;0.64206;0.24075;0.23591;0.20036;0.23767;0.22459;0.19428
0.29614;0.28486;0.63904;0.23527;0.22348;0.19703;0.22475;0.23106;0.19536
0.28827;0.28677;0.65052;0.23354;0.22765;0.20139;0.21947;0.2295;0.1969
0.29522;0.29209;0.6421;0.2376;0.23103;0.19797;0.22796;0.23764;0.19655
0.29385;0.27298;0.64555;0.23661;0.21777;0.20505;0.22873;0.22907;0.1958
0.28233;0.30211;0.6442;0.23678;0.22634;0.1987;0.23604;0.22413;0.20321
0.29263;0.28172;0.6386;0.21919;0.23879;0.19614;0.232;0.227;0.20074
0.29678;0.29396;0.6406;0.23867;0.23367;0.19489;0.21826;0.22356;0.19988
0.28665;0.28145;0.65881;0.2215;0.23097;0.19397;0.23441;0.22584;0.19699
0.28772;0.30247;0.63258;0.23071;0.23141;0.19559;0.24035;0.23265;0.20272
0.28967;0.29445;0.64487;0.22017;0.23877;0.19534;0.24195;0.23487;0.19839
0.28661;0.28653;0.64937;0.22894;0.23521;0.1963;0.22745;0.22625;0.20113
0.29269;0.28976;0.63827;0.23173;0.23172;0.19627;0.24278;0.2255;0.19641
0.2849;0.29434;0.64756;0.22858;0.23464;0.19513;0.22844;0.23256;0.19801
0.2905;0.28574;0.64632;0.22656;0.22301;0.19628;0.22759;0.23946;0.19936
0.29134;0.28405;0.64225;0.23431;0.22962;0.19702;0.22235;0.23467;0.1952
0.29084;0.27556;0.64873;0.22809;0.22144;0.19556;0.22782;0.23595;0.19787
0.2855;0.28537;0.65897;0.225;0.2218;0.1979;0.23159;0.22927;0.19884
0.2952;0.28469;0.64193;0.23076;0.23135;0.19417;0.2145;0.23931;0.199
0.29214;0.28572;0.649;0.23889;0.22082;0.20247;0.24292;0.22714;0.19887
0.28459;0.26748;0.63104;0.2363;0.22047;0.19636;0.23669;0.22983;0.20297
0.28814;0.27895;0.63941;0.23368;0.22971;0.20677;0.23531;0.23165;0.19824
0.28826;0.29268;0.64673;0.23626;0.22486;0.19597;0.23067;0.23474;0.20238
0.29019;0.28749;0.65206;0.23074;0.22679;0.19527;0.24705;0.22929;0.19483
0.29418;0.29028;0.63467;0.24002;0.23099;0.19608;0.23048;0.23753;0.20181
0.28171;0.27315;0.64521;0.2341;0.22983;0.19799;0.24402;0.21997;0.19742
0.28251;0.29195;0.64679;0.23966;0.22607;0.19645;0.22315;0.22278;0.20265
0.29789;0.2912;0.64381;0.22418;0.22437;0.19406;0.23563;0.22884;0.19743
0.28958;0.30211;0.63808;0.22785;0.23799;0.23714;0.31594;0.31384;0.26372
0.34805;0.31954;0.78285;0.27032;0.27749;0.19999;0.22563;0.23142;0.19679
0.28369;0.29456;0.64732;0.23344;0.22434;0.19779;0.23442;0.22439;0.20109
0.27788;0.29933;0.65603;0.23211;0.23116;0.19594;0.2245;0.22037;0.19601
0.29826;0.2731;0.65;0.23174;0.22334;0.19457;0.24658;0.22198;0.19512
0.28809;0.28082;0.6418;0.22983;0.23804;0.19708;0.23062;0.22065;0.19533
0.28312;0.28927;0.63098;0.23118;0.22866;0.19697;0.23189;0.24105;0.19616
0.28478;0.29188;0.63226;0.227;0.2405;0.20206;0.23613;0.22818;0.19448
0.29924;0.27931;0.63976;0.22382;0.22884;0.19608;0.22203;0.24158;0.19691
0.28243;0.28868;0.65046;0.22475;0.23608;0.20207;0.22605;0.22885;0.19684
0.28211;0.29163;0.64967;0.24598;0.22429;0.195;0.22945;0.22743;0.20254
0.28081;0.28328;0.63998;0.23023;0.22645;0.2021;0.24078;0.23172;0.19652
0.28739;0.30051;0.61491;0.2355;0.21382;0.1966;0.2215;0.22013;0.19951
0.28718;0.29509;0.6503;0.2277;0.23842;0.19714;0.23147;0.2308;0.19774
0.30617;0.28512;0.64088;0.23568;0.239;0.19779;0.2243;0.22737;0.20303
0.3016;0.28768;0.64445;0.24059;0.2229;0.19823;0.2387;0.22894;0.19668
0.29514;0.29016;0.64053;0.22659;0.23454;0.19502;0.22613;0.23005;0.1975
0.29038;0.2876;0.67784;0.23701;0.23026;0.19686;0.23561;0.22795;0.19552
0.29291;0.30396;0.65655;0.23492;0.23203;0.19594;0.22395;0.22894;0.19597
0.28995;0.28341;0.64715;0.23443;0.22937;0.19631;0.23411;0.23168;0.19544
0.27664;0.2931;0.62936;0.22562;0.23998;0.19547;0.22368;0.22853;0.19982
0.30668;0.28402;0.6581;0.22689;0.22549;0.19717;0.23173;0.23436;0.19632
0.29029;0.28288;0.64739;0.23858;0.23715;0.19519;0.22742;0.22134;0.19692
0.29557;0.28382;0.64819;0.22632;0.22578;0.19547;0.23652;0.23152;0.19874
0.28577;0.29491;0.64622;0.23183;0.22729;0.19876;0.23247;0.22686;0.19608
0.27483;0.27796;0.63864;0.23838;0.23303;0.19607;0.22913;0.22604;0.19709
0.28045;0.29953;0.66249;0.22049;0.22941;0.20271;0.23292;0.22682;0.19586
0.27902;0.29039;0.64104;0.23811;0.22972;0.19754;0.23014;0.22841;0.20442
0.28392;0.28994;0.63957;0.23398;0.23433;0.19872;0.2279;0.23132;0.19708
0.30264;0.30188;0.64149;0.2324;0.22942;0.19597;0.23004;0.21935;0.20221
0.28402;0.28503;0.63696;0.22108;0.23532;0.19659;0.22919;0.22408;0.19629
0.28789;0.57179;0.72401;0.2231;0.23308;0.19937;0.23541;0.23419;0.19916
0.29341;0.287;0.64684;0.24051;0.23536;0.19752;0.23795;0.22784;0.19804
0.30551;0.28452;0.66324;0.23243;0.23025;0.19339;0.24002;0.232;0.19512
0.28698;0.27967;0.64635;0.21995;0.22142;0.19771;0.23585;0.23082;0.19418
0.30526;0.28644;0.63814;0.24113;0.23117;0.19747;0.22968;0.2368;0.19684
0.28787;0.29059;0.67111;0.2321;0.22835;0.2007;0.23564;0.23076;0.19677
0.29292;0.29159;0.65209;0.22949;0.22554;0.19601;0.23364;0.225;0.19601
0.27692;0.30193;0.63291;0.22411;0.23072;0.20519;0.22484;0.27016;0.20315
0.29914;0.29036;0.64574;0.23116;0.22809;0.19672;0.2222;0.24012;0.19877
0.28396;0.29811;0.66682;0.23048;0.22482;0.20229;0.22969;0.22725;0.19642
0.2925;0.29805;0.64454;0.23311;0.22796;0.1972;0.2343;0.22977;0.19574
0.30067;0.28268;0.6529;0.21946;0.21984;0.19779;0.23413;0.23228;0.19735
0.2923;0.30549;0.633;0.23939;0.23882;0.19619;0.23034;0.22663;0.19915
0.27875;0.28625;0.71711;0.27733;0.28804;0.23909;0.27477;0.22437;0.1975
0.32148;0.36199;0.65442;0.23174;0.22701;0.1957;0.22041;0.23041;0.19802
0.29115;0.29839;0.66275;0.23061;0.23306;0.19508;0.2326;0.22283;0.19616
0.30005;0.27356;0.62473;0.22726;0.22847;0.19532;0.23069;0.24336;0.19626
0.28323;0.28897;0.63128;0.22639;0.22811;0.19787;0.22235;0.2308;0.19644
0.28556;0.289;0.63433;0.23702;0.22361;0.19375;0.23882;0.23017;0.1972
0.28436;0.27779;0.64851;0.22932;0.2336;0.19896;0.22915;0.22658;0.19612
0.28974;0.27799;0.65007;0.23781;0.23107;0.19384;0.23019;0.23011;0.19715
0.28627;0.28847;0.65782;0.23417;0.22281;0.20431;0.23937;0.23003;0.19913
0.28848;0.2976;0.64611;0.24091;0.23943;0.19969;0.22818;0.22135;0.20081
0.28383;0.2981;0.6518;0.22747;0.21822;0.20027;0.24699;0.22027;0.19838
0.29043;0.28116;0.66321;0.23929;0.23607;0.19715;0.24431;0.23173;0.20139
0.30157;0.28876;0.63266;0.23506;0.23394;0.19785;0.23739;0.23161;0.19987
0.29133;0.30032;0.63767;0.23085;0.23628;0.1976;0.22817;0.22638;0.2009
0.29396;0.28839;0.66502;0.23461;0.21917;0.19835;0.23057;0.22851;0.19741
0.28684;0.28969;0.65057;0.23517;0.23662;0.19716;0.22605;0.22116;0.20426
0.28482;0.28849;0.65421;0.24183;0.23625;0.19697;0.23675;0.22512;0.19644
0.30291;0.28692;0.64587;0.23284;0.22922;0.19659;0.23001;0.23286;0.20188
0.28855;0.29067;0.63759;0.22606;0.23096;0.19661;0.23002;0.2307;0.19367
0.28564;0.2951;0.62904;0.24745;0.23571;0.19782;0.22102;0.2272;0.19773
0.30115;0.29725;0.65786;0.23456;0.23701;0.20111;0.24636;0.22722;0.19619
0.29729;0.27641;0.6631;0.2276;0.23952;0.19667;0.22907;0.23375;0.19663
0.29495;0.28648;0.65614;0.2296;0.23538;0.19588;0.23185;0.22372;0.19522
0.28179;0.28892;0.63182;0.22487;0.23636;0.19944;0.23285;0.22083;0.19488
0.30387;0.29268;0.6649;0.22718;0.23286;0.19541;0.236;0.22882;0.19547
0.2862;0.28609;0.66616;0.22903;0.22408;0.20109;0.2218;0.22459;0.21625
0.29419;0.29749;0.65607;0.23466;0.22318;0.19716;0.23656;0.23104;0.19812
0.29575;0.28915;0.66174;0.23344;0.22522;0.20092;0.22063;0.22617;0.19969
0.29153;0.28397;0.65642;0.23475;0.23399;0.19436;0.23007;0.23182;0.19543
0.28497;0.28828;0.65031;0.22039;0.23303;0.19945;0.22541;0.23382;0.19798
0.27838;0.29397;0.64596;0.23397;0.2327;0.19474;0.23105;0.23223;0.19901
0.2864;0.29395;0.64527;0.22315;0.22625;0.19533;0.23727;0.23242;0.19571
0.27889;0.29053;0.63488;0.23221;0.23586;0.19856;0.2222;0.23619;0.19911
0.28595;0.28464;0.67149;0.22869;0.23547;0.20617;0.22813;0.23339;0.20069
0.29171;0.28913;0.66099;0.24761;0.23299;0.1974;0.23049;0.23749;0.20212
0.2937;0.29908;0.65309;0.22762;0.2301;0.19865;0.24446;0.22551;0.19617
0.29233;0.29989;0.64451;0.22677;0.24454;0.19656;0.23324;0.2352;0.20062
0.29056;0.28611;0.64837;0.2354;0.22908;0.19889;0.24328;0.2288;0.19846
0.2885;0.30807;0.63301;0.22674;0.23071;0.19726;0.22548;0.2254;0.20699
0.29032;0.27332;0.66265;0.23721;0.22972;0.19738;0.23986;0.22871;0.19579
0.29436;0.29302;0.64976;0.23053;0.22748;0.19673;0.23103;0.22431;0.19662
0.29704;0.28206;0.64128;0.23561;0.23392;0.19673;0.23716;0.2306;0.1964
0.28694;0.29311;0.63595;0.22874;0.23154;0.19913;0.21922;0.22576;0.19617
0.31478;0.29255;0.65513;0.23576;0.22629;0.19426;0.23977;0.23405;0.19602
0.28973;0.2899;0.66833;0.23383;0.23046;0.19729;0.24187;0.22621;0.19592
0.29428;0.31513;0.65121;0.22964;0.22345;0.19689;0.24541;0.23371;0.19872
0.28475;0.28353;0.62929;0.23075;0.23975;0.19639;0.23551;0.2247;0.19685
0.29856;0.28125;0.63497;0.2274;0.22961;0.19717;0.22835;0.23866;0.1961
0.28965;0.29488;0.6574;0.22665;0.22971;0.19659;0.23538;0.23797;0.19717
0.30309;0.28596;0.64003;0.2365;0.22261;0.20024;0.22252;0.23996;0.19589
0.28566;0.28706;0.65821;0.22252;0.2232;0.19787;0.23356;0.22759;0.19457
0.28408;0.27701;0.63156;0.23102;0.22091;0.19631;0.23764;0.22768;0.19667
0.29746;0.27813;0.66317;0.23119;0.22057;0.20178;0.23359;0.23171;0.19772
0.28824;0.29284;0.6496;0.23764;0.22852;0.19748;0.24198;0.22395;0.1961
0.28712;0.28464;0.65808;0.22305;0.23344;0.20275;0.22479;0.22842;0.19855
0.28903;0.29429;0.65256;0.23783;0.22963;0.19667;0.2336;0.2318;0.20013
0.29171;0.28515;0.63605;0.22975;0.2162;0.19773;0.23459;0.22164;0.19438
0.27945;0.31373;0.64222;0.23597;0.22362;0.1944;0.23984;0.22033;0.20093
0.28664;0.29198;0.66115;0.22792;0.22398;0.19417;0.23165;0.23547;0.19407
0.28562;0.2942;0.62251;0.22613;0.23484;0.19664;0.23236;0.22954;0.20164
0.28576;0.28704;0.65459;0.23758;0.22898;0.19824;0.23441;0.23348;0.19675
0.29784;0.30135;0.63671;0.2316;0.22739;0.19773;0.22528;0.22579;0.20207
0.28636;0.29636;0.65516;0.22953;0.22992;0.19951;0.23633;0.25326;0.19656
0.28349;0.29102;0.66644;0.23122;0.23289;0.19775;0.23636;0.22656;0.20396
0.29795;0.28989;0.66723;0.23239;0.22595;0.19834;0.23285;0.24103;0.19744
0.29287;0.30049;0.6646;0.24494;0.23273;0.19856;0.23442;0.23963;0.20387
0.28323;0.29618;0.66837;0.23453;0.22349;0.19588;0.29012;0.24086;0.19537
0.28654;0.30181;0.64254;0.22482;0.23368;0.19589;0.23397;0.22958;0.20308
0.28686;0.28249;0.63929;0.22857;0.22093;0.19696;0.2307;0.22079;0.19677
0.29369;0.28367;0.67155;0.24501;0.23283;0.20381;0.23164;0.2327;0.20079
0.30052;0.29892;0.63602;0.22529;0.22571;0.19695;0.24118;0.23778;0.19748
0.29447;0.2963;0.65618;0.24063;0.23106;0.19719;0.24103;0.21795;0.20019
0.29709;0.29145;0.64478;0.23304;0.23966;0.19619;0.23542;0.22474;0.19498
0.29225;0.29077;0.65197;0.24442;0.23986;0.19812;0.22718;0.22205;0.20425
0.28635;0.2878;0.64202;0.2243;0.22659;0.19522;0.23088;0.22613;0.19335
0.28253;0.28953;0.64684;0.23442;0.22636;0.19646;0.23527;0.22868;0.1988
0.28554;0.29444;0.66071;0.2279;0.23041;0.19664;0.23872;0.22443;0.19643
0.29072;0.29081;0.64661;0.22569;0.23395;0.1961;0.22504;0.22997;0.19914
0.28727;0.29172;0.65207;0.24301;0.23332;0.19554;0.24965;0.22624;0.19786
0.29759;0.28426;0.64299;0.23893;0.24209;0.19601;0.22935;0.22871;0.20017
0.28339;0.29159;0.67137;0.23713;0.23593;0.19591;0.23561;0.23725;0.19628
0.29888;0.29124;0.64512;0.23824;0.23188;0.19634;0.22624;0.23846;0.2034
0.28382;0.28711;0.64165;0.22701;0.22378;0.1967;0.23386;0.23103;0.19717
0.2942;0.28872;0.64635;0.23081;0.22719;0.19428;0.23127;0.23131;0.19503
0.302;0.28949;0.65212;0.233;0.22892;0.19546;0.23401;0.22379;0.19692
0.28263;0.30425;0.6386;0.23756;0.22874;0.1966;0.22813;0.23604;0.19964
0.28696;0.29176;0.64956;0.22562;0.22797;0.19628;0.22934;0.23368;0.19923
0.28446;0.28045;0.66749;0.2354;0.2289;0.19651;0.22903;0.23034;0.19716
0.29564;0.28918;0.66623;0.23723;0.22146;0.19535;0.23782;0.2427;0.19781
0.28324;0.28662;0.66573;0.22915;0.23061;0.19705;0.22845;0.21797;0.20016
0.29892;0.28945;0.65591;0.23115;0.23251;0.19675;0.23233;0.24291;0.1968
0.28642;0.29791;0.66293;0.23007;0.2361;0.19598;0.2387;0.2314;0.19678
0.29432;0.28007;0.63694;0.2225;0.23136;0.19645;0.23336;0.22978;0.1974
0.288;0.29043;0.61851;0.22959;0.22672;0.20079;0.23021;0.22906;0.19428
